Name,Phone_1,Phone_2,Email,Location,Area,Country,About,Website,Rating,Views,URL
arablocal.com | 520: Web server is returning an unknown error,,,,,,Oman,,,,,https://oman.arablocal.com/business/view/al-tamman-trading
arablocal.com | 520: Web server is returning an unknown error,,,,,,Oman,,,,,https://oman.arablocal.com/business/view/muscat-overseas-international-co-llc
arablocal.com | 520: Web server is returning an unknown error,,,,,,Oman,,,,,https://oman.arablocal.com/business/view/sohar-ashapure-chemicals-llc
arablocal.com | 520: Web server is returning an unknown error,,,,,,Oman,,,,,https://oman.arablocal.com/business/view/marjana-trading-and-cont-est
arablocal.com | 520: Web server is returning an unknown error,,,,,,Oman,,,,,https://oman.arablocal.com/business/view/oman-chlorine-saog
arablocal.com | 520: Web server is returning an unknown error,,,,,,Oman,,,,,https://oman.arablocal.com/business/view/gulf-paint-and-chemicals-llc
arablocal.com | 520: Web server is returning an unknown error,,,,,,Oman,,,,,https://oman.arablocal.com/business/view/al-intaj-sulphochemicals-co-llc
arablocal.com | 520: Web server is returning an unknown error,,,,,,Oman,,,,,https://oman.arablocal.com/business/view/kahruman-mining-co-llc
arablocal.com | 520: Web server is returning an unknown error,,,,,,Oman,,,,,https://oman.arablocal.com/business/view/al-rawasi-quarries-and-mining-co-llc
Scorpion Chemical Factory,+968 24791680,,info@alhosnigroup.com,Behind sidar furniture Ruwi -,Hay Al Mina Jibroo,Oman,Scorpion Chemical Factory,http://www.alhosnigroup.com,0,3683,https://oman.arablocal.com/business/view/scorpion-chemical-factory
Haima Oil And Gas LLC,+968 24613026,,loay@hamae.net,Nr Al Shedi Hotel Al Gubra -,Al Harthy Complex,Oman,Haima Oil And Gas LLC,http://www.hamae.net,,2112,https://oman.arablocal.com/business/view/haima-oil-and-gas-llc
Rees Oil And Gas Services LLC,+968 24481448,+968 24480778,resource@omantel.net.om,"Opp Zakher Mall, Al Kuleya St, Villa No 12 -",Al Khuwiar,Oman,Rees Oil And Gas Services LLC,http://www.reesoman.com.om,0,2001,https://oman.arablocal.com/business/view/rees-oil-and-gas-services-llc
Rima Carbonate Industries LLC,+968 24449189,+968 24449190,info@rimacarbonate.com,Area :,Rusayl,Oman,Rima Carbonate Industries LLC,http://www.rimacarbonate.com,0,1926,https://oman.arablocal.com/business/view/rima-carbonate-industries-llc
Modern Salt Industries And Trading Co LLC,+968 24707211,,mscsalt@omantel.net.om,Musandam Bldg Behind Bader -,Azaiba,Oman,Modern Salt Industries And Trading Co LLC,http://www.modernsaltoman.com,0,1636,https://oman.arablocal.com/business/view/modern-salt-industries-and-trading-co-llc
